area_type,availability,location,size,society,total_sqft,bath,balcony,price
3,1.0,Gollahalli,2 BHK,SuanaNa,1600,2.0,1.0,31.0
3,1.0,Electronic City,2 BHK,Prtor N,1200,2.0,0.0,34.0
2,0.0,Hennur Road,3 Bedroom,,2700,3.0,2.0,150.0
0,1.0,Billapura,3 Bedroom,,1780,3.0,0.0,110.0
0,1.0,Amruthahalli,3 BHK,Pranai ,1605,3.0,2.0,65.0
3,0.0,Ulsoor,4 BHK,,7200,5.0,2.0,1584.0
2,1.0,Doddabommasandra,3 Bedroom,,646,2.0,1.0,65.0
3,1.0,Kammanahalli,2 BHK,Bhide P,1200,2.0,2.0,80.0
2,1.0,Margondanahalli,2 Bedroom,,900,2.0,0.0,49.0
0,0.0,Sarjapur,3 Bedroom,,1830,3.0,1.0,88.0
2,1.0,Vishwapriya Layout,5 Bedroom,,690,4.0,1.0,83.0
0,1.0,Srirampuram,1 BHK,,650,1.0,3.0,500.0
2,1.0,MS Pallya,5 Bedroom,,1800,4.0,1.0,68.0
0,1.0,Chandapura,3 BHK,,715,2.0,0.0,32.0
3,0.0,Chandapura,3 BHK,SunceEs,1230,2.0,2.0,31.37
3,1.0,Uttarahalli,2 BHK,,1065,2.0,1.0,42.59
2,1.0,2nd Phase JP Nagar,8 Bedroom,,1350,8.0,2.0,185.0
2,1.0,Srinagar,3 Bedroom,,1080,3.0,2.0,149.0
0,1.0,KHB Colony Extension,3 BHK,,900,2.0,0.0,65.0
3,1.0,Devasthanagalu,2 BHK,CMhidal,946,2.0,2.0,45.0
3,1.0,Laggere,1 BHK,,1500,1.0,0.0,60.0
3,0.0,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,110.0
2,1.0,Attur Layout,4 Bedroom,,1200,3.0,2.0,160.0
3,0.0,Chandapura,2 BHK,SuVue S,950,2.0,1.0,25.65
3,1.0,Kudlu Gate,3 BHK,Brlms P,1656,3.0,2.0,80.0
3,1.0,Uttarahalli,2 BHK,Ayaya A,1075,2.0,1.0,46.76
3,1.0,Harlur,3 BHK,,1752.12,3.0,2.0,133.0
2,1.0,Hebbal,8 Bedroom,,6000,8.0,0.0,220.0
3,1.0,Kaverappa Layout,3 BHK,,1540,3.0,3.0,85.0
2,1.0,6th Phase JP Nagar,4 Bedroom,,600,4.0,3.0,125.0
3,1.0,LB Shastri Nagar,1 BHK,Ciisera,665,1.0,2.0,32.0
3,1.0,Sector 2 HSR Layout,3 BHK,,1665,3.0,,110.0
3,0.0,Electronics City Phase 1,2 BHK,Shitt S,1145,2.0,1.0,54.0
3,0.0,Whitefield,2 BHK,SSdhimr,1185,2.0,2.0,41.0
2,1.0,2nd Phase JP Nagar,3 Bedroom,,1200,3.0,1.0,190.0
0,1.0,Marathahalli,3 BHK,Duals P,1693,3.0,2.0,125.0
3,1.0,Dollars Layout,3 BHK,Toiasle,2456,3.0,3.0,220.0
3,1.0,Rajaji Nagar,3 BHK,PhestOn,2559,3.0,2.0,403.0
3,1.0,Uttarahalli,2 BHK,SLnssPr,1155,2.0,1.0,40.6
3,0.0,Divya Unnathi Layout,3 BHK,,1610,2.0,2.0,64.4
2,0.0,Whitefield,3 Bedroom,,1200,3.0,2.0,56.58
2,1.0,Anjana Nagar,2 Bedroom,,1530,2.0,1.0,185.0
0,1.0,EPIP Zone,3 BHK,,1709,3.0,1.0,80.0
2,1.0,Amruthahalli,4 Bedroom,,600,4.0,0.0,60.0
2,1.0,Brookefield,8 Bedroom,,2700,8.0,,290.0
2,1.0,Subramanya Nagar,1 Bedroom,,840,1.0,1.0,150.0
3,1.0,Gottigere,3 BHK,,1400,2.0,1.0,50.0
3,1.0,KR Puram,2 BHK,Thisea ,1200,2.0,1.0,42.0
3,1.0,Janatha Colony,3 BHK,SGllaav,1439,3.0,1.0,57.23
3,1.0,Kasavanhalli,2 BHK,,1375,2.0,2.0,72.0
2,1.0,BTM 2nd Stage,5 Bedroom,,2990,5.0,3.0,416.0
3,1.0,Vijayanagar,3 BHK,,1200,2.0,1.0,75.0
0,1.0,Yelahanka,2 BHK,Velas V,1315,2.0,3.0,75.0
2,0.0,Dommasandra,2 Bedroom,,1500,2.0,0.0,40.0
0,1.0,Yelahanka,6 Bedroom,,3600,6.0,1.0,200.0
3,1.0,Vijayanagar,2 BHK,Rancy R,1178,2.0,3.0,82.0
3,1.0,Bannerghatta Road,3 BHK,,1430,3.0,2.0,59.0
3,1.0,Mahadevpura,3 BHK,Neisei ,1400,2.0,2.0,65.8
3,1.0,Thanisandra,2 BHK,Bhmesy ,1093,2.0,2.0,72.0
3,1.0,Horamavu Banaswadi,2 BHK,Bhave E,1200,2.0,1.0,45.0
2,1.0,Magadi Road,5 Bedroom,,5000,6.0,1.0,360.0
0,0.0,1st Block Jayanagar,3 BHK,Bhsic C,1200,2.0,0.0,130.0
0,0.0,Whitefield,3 BHK,,2210,3.0,2.0,156.0
3,1.0,Uttarahalli,2 BHK,Revane ,1150,2.0,2.0,70.0
3,1.0,Silk Board,3 BHK,,1435,2.0,1.0,60.0
2,1.0,Mathikere,4 Bedroom,,600,3.0,,100.0
3,0.0,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,78.2
3,1.0,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,39.0
3,1.0,Jakkur Plantation,3 BHK,Reicace,1717,3.0,3.0,120.0
3,1.0,Mallasandra,2 BHK,GMilse ,1325,2.0,,65.0
0,1.0,Hoodi,3 BHK,Macanr ,1370,3.0,2.0,67.0
3,0.0,Electronics City Phase 1,2 BHK,GMownTe,1025,2.0,1.0,90.0
3,1.0,Doddakammanahalli,3 BHK,,1409,2.0,3.0,62.0
3,1.0,Bellandur,2 BHK,SRageri,1200,2.0,1.0,52.0
3,1.0,Thanisandra,2 BHK,NRtesnd,1200,2.0,1.0,53.5
3,0.0,Whitefield,3 BHK,BrlisCo,1740,4.0,3.0,130.0
3,0.0,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,88.0
2,0.0,Chandapura,2 Bedroom,,1200,2.0,1.0,36.0
3,1.0,Whitefield,4 BHK,Toindls,5924,4.0,3.0,625.0
3,1.0,Veersandra,2 BHK,Shnto F,1250,2.0,1.0,50.0
0,1.0,Munivenkatppa Layout,2 BHK,SNiew L,1475,2.0,2.0,171.0
3,1.0,Bommanahalli,4 BHK,Alarke ,2100,4.0,2.0,85.0
3,1.0,5th Phase JP Nagar,1 BHK,,552,1.0,1.0,23.5
3,1.0,Uttarahalli,3 BHK,,1065,2.0,2.0,42.59
2,0.0,Hennur,3 Bedroom,,1000,3.0,1.0,130.0
2,1.0,Lakshmipura,2 Bedroom,,1225,2.0,0.0,65.0
0,1.0,Harsha Layout,1 BHK,,650,1.0,0.0,16.0
3,1.0,Padmanabhanagar,2 BHK,Gancy P,1067,2.0,2.0,52.0
3,1.0,Sarjapur,3 BHK,Sondaka,1364,2.0,2.0,56.0
3,1.0,Tata Nagar,3 BHK,,1750,3.0,3.0,75.0
3,1.0,Bannerghatta Road,2 BHK,,1240,2.0,1.0,71.0
2,1.0,Hulimavu,2 Bedroom,,1200,2.0,0.0,75.0
3,1.0,Kaggadasapura,3 BHK,,1540,3.0,,75.0
3,1.0,Sathya Layout,3 BHK,NChtsun,1504,2.0,2.0,102.0
3,1.0,New Thippasandra,2 BHK,,1116,2.0,1.0,49.8
3,1.0,Hennur Road,3 BHK,Samittv,2365,4.0,2.0,175.0
0,1.0,Sarjapura - Attibele Road,2 BHK,,1308,2.0,2.0,37.0
0,1.0,Vijayanagar,2 BHK,,864,2.0,0.0,45.0
2,1.0,Vidyaranyapura,5 Bedroom,,1200,5.0,1.0,139.0
3,1.0,Hoskote,3 BHK,Sohti S,1069,2.0,,38.0
3,1.0,Hebbal,2 BHK,Prersis,1333,2.0,1.0,100.0
3,1.0,Chennammana Kere,4 BHK,,1800,4.0,1.0,145.0
2,1.0,Devanahalli,4 Bedroom,Soyleif,6136,4.0,,550.0
3,1.0,Thanisandra,3 BHK,Soitya ,1698,3.0,2.0,107.0
3,0.0,JP Nagar,3 BHK,,1275,2.0,2.0,43.6
3,1.0,Raja Rajeshwari Nagar,2 BHK,Avlls H,1060,2.0,1.0,48.0
3,1.0,Hennur,2 BHK,,1160,2.0,1.0,49.0
3,1.0,Sarjapur  Road,3 BHK,Arldsyo,1484,2.0,,65.0
2,1.0,Hosa Road,3 Bedroom,,675,3.0,1.0,70.0
2,1.0,BEML Layout,3 Bedroom,,1200,5.0,,325.0
3,1.0,Hennur Road,2 BHK,Mileeou,1310,2.0,1.0,66.0
2,1.0,Vijayanagar,6 Bedroom,,1806,6.0,1.0,370.0
3,1.0,Shanti Nagar,4 BHK,HViesar,3000,4.0,,240.0
3,1.0,Varthur,3 BHK,,2145,3.0,2.0,165.0
3,1.0,Marathahalli,3 BHK,Duals P,1693,3.0,1.0,125.0
3,1.0,Jigani,3 BHK,DLhtsen,1230,3.0,3.0,60.0
2,0.0,Devanahalli,3 Bedroom,Ozdiaan,1200,3.0,1.0,145.0
0,0.0,Bommasandra Industrial Area,3 BHK,,1310,2.0,1.0,37.83
3,1.0,Tigalarpalya,2 BHK,,1150,2.0,1.0,60.0
3,0.0,Munnekollal,3 BHK,Sadhii ,1385,2.0,2.0,66.5
3,1.0,Tumkur Road,2 BHK,Redarav,1066,2.0,2.0,52.5
3,0.0,Thanisandra,3 BHK,DSity S,2293,3.0,2.0,80.26
2,1.0,Tindlu,3 Bedroom,,720,3.0,1.0,81.0
1,1.0,2nd Block Bel Layout,3 BHK,,1625,3.0,3.0,92.0
3,1.0,Vittasandra,2 BHK,,1246,2.0,1.0,67.4
2,1.0,Vijayanagar,4 Bedroom,,2100,6.0,1.0,252.0
3,1.0,sarjapura main road,4 BHK,,2400,4.0,3.0,250.0
2,1.0,Raja Rajeshwari Nagar,6 Bedroom,,3900,6.0,,195.0
3,1.0,7th Phase JP Nagar,2 BHK,Axdam V,1000,2.0,1.0,70.65
3,1.0,Nagavarapalya,2 BHK,MYncysi,907,2.0,2.0,38.0
2,1.0,Ulsoor,4 Bedroom,,3500,4.0,0.0,138.0
3,1.0,Varthur,3 BHK,Vaensia,1395,2.0,3.0,79.0
3,1.0,Kumbena Agrahara,2 BHK,Shont F,1180,2.0,2.0,50.0
2,1.0,Banaswadi,5 Bedroom,,1903,6.0,2.0,140.0
3,0.0,Electronic City,2 BHK,,1175,2.0,1.0,47.0
3,1.0,Coconut Grove Layout,2 BHK,,1272,2.0,2.0,51.5
3,1.0,Hiremath Layout,3 BHK,MadorSp,1490,2.0,1.0,92.0
3,1.0,Yeshwanthpur,2 BHK,IBityin,1144,2.0,2.0,67.0
2,0.0,Anekal - Hosur Road,4 Bedroom,,2400,5.0,,140.0
3,1.0,Hormavu,2 BHK,SLtraks,1143,2.0,1.0,53.0
2,1.0,Karuna Nagar,3 Bedroom,CoinoCu,2500,3.0,2.0,190.0
3,0.0,Whitefield,2 BHK,Prtates,1216,2.0,1.0,75.0
3,0.0,Nallurhalli,2 BHK,Mauil T,1044,2.0,1.0,60.0
3,1.0,Prithvi Layout,2 BHK,Prlmsge,1352,3.0,1.0,93.0
3,1.0,Hennur Road,3 BHK,,1552,3.0,3.0,75.0
0,1.0,Bellandur,3 BHK,Krala D,1785,3.0,2.0,120.0
3,1.0,Pai Layout,2 BHK,,810,2.0,2.0,34.5
3,0.0,Banashankari Stage V,3 BHK,Naiewre,1650,3.0,2.0,51.98
3,1.0,Akshayanagara East,3 BHK,,1595,3.0,2.0,70.39
3,1.0,Whitefield,2 BHK,Rabow R,1060,2.0,1.0,35.0
3,1.0,Babusapalaya,3 BHK,,1410,2.0,3.0,65.0
3,1.0,Nagarbhavi,3 BHK,DSesthr,1523,2.0,2.0,56.0
3,0.0,Kanakpura Road,3 BHK,PrityFa,1591,3.0,1.0,122.0
3,1.0,Ashwath Nagar,3 BHK,SJcerpe,1640,3.0,3.0,84.0
0,1.0,Yelahanka New Town,1 BHK,KHatsFl,450,1.0,0.0,16.0
3,1.0,Bannerghatta Road,3 BHK,Amarere,1305,2.0,2.0,60.0
3,1.0,Yelahanka,3 BHK,,1590,3.0,1.0,54.0
0,1.0,Kaggadasapura,2 BHK,Frowsru,1240,2.0,3.0,45.0
3,1.0,MCECHS  layout,2 BHK,,1200,2.0,2.0,54.0
3,1.0,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,41.16
3,1.0,Koramangala,2 BHK,K ncy R,1180,2.0,1.0,128.0
3,1.0,Sarjapur  Road,2 BHK,,1115,2.0,1.0,50.0
3,1.0,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,33.0
3,1.0,4th Block Jayanagar,3 BHK,,1567.2,2.0,0.0,190.0
3,1.0,Channasandra,3 BHK,Unm 2El,1310,2.0,2.0,45.0
2,1.0,Yelahanka,1 Bedroom,,26136,1.0,0.0,150.0
0,1.0,Jyothi Nagar,2 BHK,,959,2.0,1.0,42.5
0,1.0,8th Phase JP Nagar,4 BHK,,1200,4.0,1.0,140.0
3,1.0,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,37.0
3,1.0,Rachenahalli,2 BHK,,1050,2.0,2.0,55.5
3,0.0,Yelahanka,2 BHK,Goues A,1390,2.0,2.0,70.21
0,1.0,Hulimavu,2 BHK,,132Sq. Yards,2.0,3.0,46.0
3,1.0,Kenchenahalli,3 BHK,AriosPa,1280,2.0,2.0,69.0
2,1.0,Lingarajapuram,7 Bedroom,,1280,5.0,3.0,150.0
3,1.0,Yelahanka,3 BHK,PuziaVe,1614,3.0,2.0,95.0
3,1.0,Kasturi Nagar,2 BHK,,1000,2.0,0.0,58.0
3,0.0,Marathahalli,2 BHK,,1196,2.0,2.0,57.9
3,1.0,Sarjapur  Road,3 BHK,,1220,3.0,2.0,57.0
3,0.0,Ambalipura,2 BHK,Sisice ,950,2.0,1.0,31.95
3,1.0,Doddabommasandra,9 BHK,,2400,8.0,,325.0
3,1.0,Akshaya Vana,2 BHK,Daganva,1141,2.0,1.0,55.0
3,1.0,5th Phase JP Nagar,2 BHK,Saisena,1200,2.0,2.0,51.0
3,1.0,Kasavanhalli,3 BHK,,1380,2.0,2.0,55.0
3,1.0,Doddathoguru,2 BHK,Elayabh,855,2.0,1.0,32.0
3,0.0,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
3,1.0,Chandapura,2 BHK,Siissi ,922,2.0,1.0,36.0
0,1.0,Nagappa Reddy Layout,2 BHK,,1200,2.0,2.0,43.2
3,1.0,Nagadevanahalli,3 BHK,Gaenty ,1240,2.0,2.0,65.0
3,0.0,7th Phase JP Nagar,2 BHK,,1070,2.0,2.0,42.0
3,1.0,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,75.0
0,1.0,R.T. Nagar,3 BHK,,1380,2.0,1.0,50.0
3,1.0,Yelahanka New Town,3 BHK,Cerasy ,1599,3.0,2.0,80.0
3,1.0,Nehru Nagar,2 BHK,Veyalin,967,2.0,2.0,41.1
3,1.0,Silver Springs Layout,3 BHK,SaMTBai,1885,3.0,3.0,90.0
0,1.0,1st Block Koramangala,2 BHK,,860,2.0,2.0,65.5
2,1.0,Yelahanka,1 Bedroom,,1075,1.0,0.0,19.5
3,1.0,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,1.0,63.5
3,1.0,Marathahalli,3 BHK,PuilaMi,1595,3.0,2.0,88.0
3,1.0,Sarjapur  Road,2 BHK,Adeatlm,1350,2.0,2.0,102.0
0,1.0,Hebbal,2 BHK,Srntsha,1204,2.0,2.0,45.0
3,1.0,Sarjapur  Road,4 BHK,SoineJa,2990,4.0,,240.0
3,1.0,Sarjapur  Road,2 BHK,Usquaya,1035,2.0,2.0,49.0
3,0.0,ITPL,2 BHK,,1000,2.0,1.0,29.95
3,1.0,Sarjapur  Road,3 BHK,CoLeoen,1457,3.0,3.0,85.0
3,1.0,Haralur Road,2 BHK,,1194,2.0,2.0,47.0
3,0.0,Bannerghatta,2 BHK,,1100,2.0,1.0,66.0
3,0.0,Whitefield,3 BHK,Prtates,1655,3.0,3.0,120.0
3,1.0,Kanakpura Road,3 BHK,,1691.2,3.0,1.0,115.0
3,0.0,Ramagondanahalli,2 BHK,ViistLa,1215,2.0,1.0,46.1
3,1.0,Kanakpura Road,2 BHK,Wiowsri,1010 - 1300,2.0,0.0,50.125
3,0.0,Hoodi,3 BHK,GoAirej,1639,3.0,2.0,129.0
3,0.0,Sarjapur  Road,3 BHK,PualeSk,1685,3.0,1.0,135.0
0,1.0,Kaveri Nagar,5 Bedroom,,1008,4.0,2.0,180.0
3,1.0,Hormavu,2 BHK,Jhntspa,1100,2.0,3.0,38.0
3,0.0,Marathahalli,3 BHK,Vaeva E,2122,3.0,2.0,125.0
3,1.0,Vasanthapura,2 BHK,,1050,2.0,2.0,47.0
0,1.0,Kengeri,2 BHK,Sravema,1230,2.0,2.0,45.0
3,1.0,5th Phase JP Nagar,3 BHK,,1240,3.0,2.0,60.0
0,0.0,Electronic City Phase II,3 BHK,Brods W,1252,2.0,3.0,65.0
3,1.0,Canara Bank Colony,3 BHK,,1374,2.0,2.0,88.0
3,0.0,8th Phase JP Nagar,1 BHK,Maian M,500,1.0,1.0,30.0
2,1.0,Arekere,8 Bedroom,,1200,8.0,2.0,225.0
3,0.0,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87
3,1.0,Banashankari,2 BHK,,1040,2.0,3.0,45.0
3,1.0,Sarjapur  Road,2 BHK,Contsci,1350,2.0,2.0,68.0
3,0.0,Whitefield,4 BHK,Prtates,4003,6.0,3.0,300.0
3,1.0,Hennur,3 BHK,JahtsHe,2400,3.0,,135.0
3,1.0,Haralur Road,3 BHK,Grterrr,1560,3.0,1.0,90.0
3,0.0,Anandapura,2 BHK,ViensRK,1151,2.0,1.0,43.16
3,1.0,Uttarahalli,3 BHK,,1360,2.0,2.0,47.59
3,1.0,Crimson Layout,2 BHK,ARntyne,1250,2.0,2.0,60.0
3,0.0,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97
0,1.0,Hennur Road,2 BHK,Baesta ,1015,2.0,2.0,50.0
3,1.0,Kadugodi,3 BHK,Trade E,1351,2.0,2.0,78.0
3,1.0,Yelahanka New Town,2 BHK,KHatsFl,960,2.0,2.0,50.0
3,0.0,Virat Nagar,2 BHK,,1110,2.0,2.0,52.0
0,1.0,R.T. Nagar,3 BHK,GModsNR,1680,3.0,2.0,72.0
2,1.0,Arekere,3 Bedroom,Vetanan,2400,3.0,1.0,180.0
2,0.0,Yemlur,4 Bedroom,Epllan ,11000,5.0,3.0,2000.0
0,0.0,Ramamurthy Nagar Extension,3 BHK,SaaceSa,1350,3.0,2.0,48.6
3,1.0,Horamavu Banaswadi,2 BHK,Asorai ,1254,2.0,2.0,47.0
3,1.0,Haralur Road,3 BHK,Ozensve,1255,3.0,2.0,115.0
3,1.0,CV Raman Nagar,2 BHK,ARestco,1051,2.0,3.0,61.0
2,1.0,"2nd phase jp nagar, jp nagar",3 Bedroom,,1200,3.0,1.0,205.0
0,1.0,Uttarahalli,2 BHK,RaontWa,1099,2.0,2.0,65.0
3,1.0,Hebbal,3 BHK,SNontle,2650,4.0,3.0,199.0
0,0.0,Mathikere Extension,4 Bedroom,,2000,2.0,1.0,160.0
3,1.0,Yeshwanthpur,2 BHK,RNvasth,1541,2.0,2.0,130.0
2,0.0,Sarjapur  Road,3 Bedroom,Cetattu,1200,3.0,2.0,70.0
0,1.0,Whitefield,2 BHK,GCngsn ,1125,2.0,2.0,45.0
3,1.0,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,85.0
3,1.0,Ashwini layout,1 BHK,Kaantth,834,1.0,1.0,62.0
3,1.0,Gollarapalya Hosahalli,3 BHK,Mauner ,1320,3.0,2.0,60.0
2,1.0,Malleshpalya,3 Bedroom,,1200,3.0,1.0,149.0
2,1.0,Indra Nagar,8 Bedroom,,1000,7.0,0.0,160.0
3,0.0,Mysore Road,3 BHK,Brama P,1500,3.0,2.0,74.0
2,1.0,Whitefield,4 Bedroom,Pronege,4400,5.0,2.0,500.0
2,1.0,Kanakpura Road,1 Bedroom,,2Acres,1.0,0.0,125.0
2,1.0,Moodalapalya,1 Bedroom,,600,1.0,0.0,52.0
3,1.0,Whitefield,2 BHK,Suram S,1180,2.0,2.0,70.0
3,1.0,Kadugodi,2 BHK,SLoven ,1010,2.0,1.0,50.0
3,1.0,Channasandra,2 BHK,,1070,2.0,1.0,38.0
3,1.0,Choodasandra,3 BHK,,1580,3.0,3.0,105.0
2,1.0,BEML Layout 5th Stage,4 Bedroom,,1200,5.0,,325.0
3,1.0,Green Glen Layout,3 BHK,,2000,3.0,,165.0
3,1.0,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,130.0
3,1.0,Sanjay nagar,3 BHK,,1200,2.0,1.0,76.0
0,1.0,Kalena Agrahara,2 BHK,Prmesi ,1040,2.0,2.0,45.0
3,1.0,Hulimavu,3 BHK,Inods A,1430,2.0,2.0,90.0
3,1.0,Uttarahalli,3 BHK,,1215,2.0,2.0,52.85
3,1.0,Domlur,1 BHK,Saiewas,650,1.0,1.0,70.0
3,1.0,Thanisandra,3 BHK,Soitya ,1564,3.0,1.0,105.0
0,1.0,Manonarayanapalya,3 Bedroom,,800,2.0,1.0,52.0
0,1.0,Hormavu,2 Bedroom,,750,2.0,0.0,58.0
3,1.0,Kasavanhalli,2 BHK,,1200,2.0,2.0,60.0
3,1.0,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1128,2.0,1.0,48.79
3,1.0,Begur Road,2 BHK,Dhalsh ,1200,2.0,2.0,44.4
3,1.0,Cholanayakanahalli,4 BHK,,2000,4.0,1.0,135.0
3,1.0,Jakkur Plantation,3 BHK,Leora D,2750,3.0,,260.0
2,1.0,4th T block Jayanagar,4 Bedroom,,2400,4.0,2.0,480.0
0,1.0,Yelahanka,3 BHK,BKideor,1650,3.0,3.0,105.0
3,0.0,1st Block Jayanagar,2 BHK,,1235,2.0,2.0,148.0
0,1.0,Yelahanka,2 BHK,JSlipTu,1200,2.0,2.0,55.0
3,1.0,M V Extenstion,6 BHK,,900,5.0,,100.0
3,1.0,Kengeri Satellite Town,2 BHK,Malowr ,985,2.0,2.0,42.0
3,0.0,Ramagondanahalli,3 BHK,ViistLa,1475,2.0,2.0,63.0
3,1.0,Hebbal,3 BHK,Brium C,3450,5.0,0.0,348.0
3,0.0,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,53.99
0,1.0,Canara Bank Colony,2 BHK,Apvas N,900,2.0,3.0,35.0
2,1.0,Gottigere,4 Bedroom,,2500,3.0,2.0,120.0
0,1.0,GM Palaya,2 BHK,,1030,2.0,1.0,60.0
3,0.0,Kamdhenu Nagar,2 BHK,,1000,2.0,1.0,46.0
0,1.0,Sarjapur  Road,4 Bedroom,Vaunei ,3800,3.0,3.0,325.0
2,0.0,Kasavanhalli,4 Bedroom,,4260,4.0,2.0,333.0
2,1.0,Brookefield,5 Bedroom,Goodsrb,1950,6.0,3.0,175.0
3,1.0,Kudlu,3 BHK,GKityde,1570,2.0,2.0,65.94
3,0.0,Kanakapura,2 BHK,GoityEt,1283,2.0,2.0,68.0
0,1.0,Electronic City Phase II,3 BHK,Assha A,875,2.0,2.0,40.0
3,1.0,Vinayaka Nagar,2 BHK,,1200,2.0,2.0,52.0
2,1.0,HAL 2nd Stage,3 Bedroom,,2700,3.0,0.0,500.0
2,1.0,Konanakunte,3 Bedroom,,2400,2.0,3.0,180.0
3,1.0,Kathriguppe,3 BHK,,1250,2.0,2.0,68.75
3,0.0,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,196.0
3,1.0,Yelahanka,2 BHK,Pyikad ,990,2.0,2.0,37.62
3,1.0,Panathur,2 BHK,Prcesvy,1199,2.0,1.0,85.0
3,1.0,Brindavan Nagar,2 BHK,,1280,2.0,2.0,90.0
3,0.0,1st Block Jayanagar,4 BHK,,2750,4.0,0.0,413.0
0,1.0,Reliaable Tranquil Layout,2 BHK,Myhrie ,1190,2.0,1.0,55.0
3,1.0,Yelachenahalli,2 BHK,,1100,2.0,2.0,60.0
3,1.0,RMV,3 BHK,,2075,3.0,1.0,175.0
0,1.0,Harlur,2 BHK,Spiteid,1133,2.0,1.0,55.0
0,1.0,Somasundara Palya,4 BHK,ManceEl,2400,3.0,3.0,140.0
3,1.0,Whitefield,2 BHK,,1280,2.0,2.0,69.0
3,1.0,Horamavu Agara,3 BHK,,1250,3.0,2.0,65.0
3,1.0,Begur Road,3 BHK,Dhalsh ,1565,2.0,2.0,49.3
3,1.0,Pattanagere,3 BHK,,1900,3.0,0.0,65.0
0,1.0,Munnekollal,2 BHK,PancyRe,1080,2.0,2.0,45.0
3,1.0,Battarahalli,1 BHK,,600,1.0,0.0,47.0
2,1.0,Himagiri Meadows,3 Bedroom,Hiowsi ,1240,4.0,1.0,180.0
0,1.0,HRBR Layout,3 BHK,Fleepi ,1335,2.0,1.0,87.0
3,1.0,Vittasandra,2 BHK,,1246,2.0,1.0,67.3
3,0.0,JP Nagar,3 BHK,Pehtsa ,3103 - 3890,,,237.5
3,1.0,Sarjapur  Road,3 BHK,,1385,3.0,1.0,55.0
3,0.0,Govindpura,3 BHK,,1578,3.0,1.0,73.9
3,1.0,HSR Layout,2 BHK,NRosete,1140,2.0,2.0,46.0
3,0.0,Sarjapur  Road,3 BHK,PualeSk,1700,3.0,1.0,79.9
2,1.0,Ganganahalli,4 Bedroom,,1050,4.0,0.0,90.0
0,1.0,Vidyaranyapura,2 BHK,,1120,2.0,1.0,70.0
3,1.0,Electronic City,1 BHK,GMown E,435,1.0,1.0,22.0
3,1.0,Magadi Road,2 BHK,Vrenty ,1116,2.0,1.0,51.89
3,1.0,Old Madras Road,3 BHK,Brglede,1480,3.0,2.0,95.0
0,1.0,Hormavu,2 BHK,Foisha ,1000,2.0,2.0,50.0
3,1.0,HSR Layout,2 BHK,NRosete,1145,2.0,2.0,46.0
3,1.0,Bommasandra,2 BHK,Niara S,800,1.0,1.0,32.0
3,0.0,Thanisandra,2 BHK,Bhmesy ,1265,2.0,1.0,83.0
3,0.0,Devanahalli,3 BHK,Oznuean,1450 - 1950,3.0,0.0,88.2
3,1.0,Narayanappa Garden,2 BHK,Vacle P,1475,2.0,1.0,70.0
3,1.0,BTM 2nd Stage,2 BHK,Jancyva,1265,2.0,2.0,55.0
0,1.0,Anandapura,2 Bedroom,,1200,2.0,0.0,58.0
3,1.0,1st Phase JP Nagar,3 BHK,Prhtsok,2180,3.0,2.0,210.0
3,1.0,Brookefield,2 BHK,Usnexra,1080,2.0,3.0,50.0
3,1.0,Whitefield,3 BHK,Priew P,2023,4.0,2.0,130.0
3,1.0,Hanumantha Nagar,2 BHK,,2400,2.0,3.0,125.0
3,1.0,Kadubeesanahalli,3 BHK,Srhan P,1545,2.0,2.0,66.0
3,1.0,Kalena Agrahara,3 BHK,Prillot,1804,3.0,2.0,166.0
2,1.0,3rd Block Hrbr Layout,2 Bedroom,,1200,2.0,1.0,200.0
3,1.0,6th Phase JP Nagar,3 BHK,,1350,2.0,,58.0
3,0.0,Hoodi,2 BHK,GoAirej,1108,2.0,1.0,74.23
3,1.0,Marathahalli,3 BHK,Asintas,1730,3.0,2.0,115.0
3,1.0,RWF West Colony,3 BHK,PancyRe,1427,2.0,3.0,70.0
3,1.0,Yelahanka,2 BHK,Pyikad ,935,2.0,1.0,35.53
3,1.0,Sarjapura - Attibele Road,2 BHK,Soe 2as,1073,2.0,2.0,31.77
0,1.0,Ananth Nagar,2 BHK,Patri M,960,2.0,3.0,37.0
3,1.0,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,150.0
0,0.0,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,32.49
